approach,category,sut,run,status,executable,line,branch,mutation,source_file
EvoSuite,non_ai,Closure_77f,run_0001,ok,True,100.0000,100.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Closure_77f/run_0001/3-1/metrics/status.json
EvoSuite,non_ai,Closure_77f,run_0001,ok,True,100.0000,100.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Closure_77f/run_0001/3-2/metrics/status.json
EvoSuite,non_ai,Closure_77f,run_0001,ok,True,100.0000,100.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Closure_77f/run_0001/3-3/metrics/status.json
EvoSuite,non_ai,Closure_77f,run_0001,ok,True,100.0000,100.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Closure_77f/run_0001/3-4/metrics/status.json
EvoSuite,non_ai,Closure_77f,run_0001,ok,True,100.0000,100.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Closure_77f/run_0001/3-5/metrics/status.json
EvoSuite,non_ai,Codec_15f,run_0001,ok,True,94.8700,90.9100,88.8900,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Codec_15f/run_0001/4-1/metrics/status.json
EvoSuite,non_ai,Codec_15f,run_0001,ok,True,100.0000,95.4500,94.4400,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Codec_15f/run_0001/4-2/metrics/status.json
EvoSuite,non_ai,Codec_15f,run_0001,ok,True,100.0000,95.4500,97.2200,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Codec_15f/run_0001/4-3/metrics/status.json
EvoSuite,non_ai,Codec_15f,run_0001,ok,True,97.4400,95.4500,91.6700,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Codec_15f/run_0001/4-4/metrics/status.json
EvoSuite,non_ai,Codec_15f,run_0001,ok,True,94.8700,90.9100,88.8900,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Codec_15f/run_0001/4-5/metrics/status.json
EvoSuite,non_ai,Collections_18f,run_0001,ok,True,100.0000,100.0000,96.9700,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Collections_18f/run_0001/5-1/metrics/status.json
EvoSuite,non_ai,Collections_18f,run_0001,ok,True,100.0000,100.0000,90.9100,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Collections_18f/run_0001/5-2/metrics/status.json
EvoSuite,non_ai,Collections_18f,run_0001,ok,True,100.0000,100.0000,90.9100,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Collections_18f/run_0001/5-3/metrics/status.json
EvoSuite,non_ai,Collections_18f,run_0001,ok,True,100.0000,100.0000,93.9400,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Collections_18f/run_0001/5-4/metrics/status.json
EvoSuite,non_ai,Collections_18f,run_0001,ok,True,100.0000,100.0000,93.9400,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Collections_18f/run_0001/5-5/metrics/status.json
EvoSuite,non_ai,Compress_13f,run_0001,ok,True,100.0000,100.0000,81.0800,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Compress_13f/run_0001/6-1/metrics/status.json
EvoSuite,non_ai,Compress_13f,run_0001,ok,True,100.0000,100.0000,72.9700,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Compress_13f/run_0001/6-2/metrics/status.json
EvoSuite,non_ai,Compress_13f,run_0001,ok,True,100.0000,100.0000,81.0800,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Compress_13f/run_0001/6-3/metrics/status.json
EvoSuite,non_ai,Compress_13f,run_0001,ok,True,100.0000,100.0000,70.2700,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Compress_13f/run_0001/6-4/metrics/status.json
EvoSuite,non_ai,Compress_13f,run_0001,ok,True,100.0000,100.0000,81.0800,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Compress_13f/run_0001/6-5/metrics/status.json
EvoSuite,non_ai,Csv_4f,run_0001,ok,True,96.3000,86.3600,90.4800,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Csv_4f/run_0001/7-1/metrics/status.json
EvoSuite,non_ai,Csv_4f,run_0001,ok,True,96.3000,86.3600,66.6700,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Csv_4f/run_0001/7-2/metrics/status.json
EvoSuite,non_ai,Csv_4f,run_0001,ok,True,96.3000,86.3600,80.9500,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Csv_4f/run_0001/7-3/metrics/status.json
EvoSuite,non_ai,Csv_4f,run_0001,ok,True,96.3000,86.3600,80.9500,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Csv_4f/run_0001/7-4/metrics/status.json
EvoSuite,non_ai,Csv_4f,run_0001,ok,True,96.3000,86.3600,80.9500,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Csv_4f/run_0001/7-5/metrics/status.json
EvoSuite,non_ai,Gson_17f,run_0001,ok,True,100.0000,83.3300,80.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Gson_17f/run_0001/8-1/metrics/status.json
EvoSuite,non_ai,Gson_17f,run_0001,ok,True,100.0000,83.3300,80.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Gson_17f/run_0001/8-2/metrics/status.json
EvoSuite,non_ai,Gson_17f,run_0001,ok,True,100.0000,83.3300,80.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Gson_17f/run_0001/8-3/metrics/status.json
EvoSuite,non_ai,Gson_17f,run_0001,ok,True,100.0000,83.3300,80.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Gson_17f/run_0001/8-4/metrics/status.json
EvoSuite,non_ai,Gson_17f,run_0001,ok,True,100.0000,83.3300,80.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Gson_17f/run_0001/8-5/metrics/status.json
EvoSuite,non_ai,JacksonCore_13f,run_0001,ok,True,100.0000,100.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JacksonCore_13f/run_0001/9-1/metrics/status.json
EvoSuite,non_ai,JacksonCore_13f,run_0001,ok,True,100.0000,100.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JacksonCore_13f/run_0001/9-2/metrics/status.json
EvoSuite,non_ai,JacksonCore_13f,run_0001,ok,True,100.0000,100.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JacksonCore_13f/run_0001/9-3/metrics/status.json
EvoSuite,non_ai,JacksonCore_13f,run_0001,ok,True,100.0000,100.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JacksonCore_13f/run_0001/9-4/metrics/status.json
EvoSuite,non_ai,JacksonCore_13f,run_0001,ok,True,100.0000,100.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JacksonCore_13f/run_0001/9-5/metrics/status.json
EvoSuite,non_ai,JacksonDatabind_17f,run_0001,ok,True,100.0000,0.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JacksonDatabind_17f/run_0001/10-1/metrics/status.json
EvoSuite,non_ai,JacksonDatabind_17f,run_0001,ok,True,100.0000,0.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JacksonDatabind_17f/run_0001/10-2/metrics/status.json
EvoSuite,non_ai,JacksonDatabind_17f,run_0001,ok,True,100.0000,0.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JacksonDatabind_17f/run_0001/10-3/metrics/status.json
EvoSuite,non_ai,JacksonDatabind_17f,run_0001,ok,True,100.0000,0.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JacksonDatabind_17f/run_0001/10-4/metrics/status.json
EvoSuite,non_ai,JacksonDatabind_17f,run_0001,ok,True,100.0000,0.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JacksonDatabind_17f/run_0001/10-5/metrics/status.json
EvoSuite,non_ai,JacksonXml_5f,run_0001,ok,True,80.7700,100.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JacksonXml_5f/run_0001/11-1/metrics/status.json
EvoSuite,non_ai,JacksonXml_5f,run_0001,ok,True,80.7700,100.0000,94.7400,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JacksonXml_5f/run_0001/11-2/metrics/status.json
EvoSuite,non_ai,JacksonXml_5f,run_0001,ok,True,80.7700,100.0000,94.7400,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JacksonXml_5f/run_0001/11-3/metrics/status.json
EvoSuite,non_ai,JacksonXml_5f,run_0001,ok,True,80.7700,100.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JacksonXml_5f/run_0001/11-4/metrics/status.json
EvoSuite,non_ai,JacksonXml_5f,run_0001,ok,True,80.7700,100.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JacksonXml_5f/run_0001/11-5/metrics/status.json
EvoSuite,non_ai,Jsoup_91f,run_0001,ok,True,100.0000,0.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Jsoup_91f/run_0001/12-1/metrics/status.json
EvoSuite,non_ai,Jsoup_91f,run_0001,ok,True,100.0000,0.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Jsoup_91f/run_0001/12-2/metrics/status.json
EvoSuite,non_ai,Jsoup_91f,run_0001,ok,True,100.0000,0.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Jsoup_91f/run_0001/12-3/metrics/status.json
EvoSuite,non_ai,Jsoup_91f,run_0001,ok,True,100.0000,0.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Jsoup_91f/run_0001/12-4/metrics/status.json
EvoSuite,non_ai,Jsoup_91f,run_0001,ok,True,100.0000,0.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Jsoup_91f/run_0001/12-5/metrics/status.json
EvoSuite,non_ai,JxPath_22f,run_0001,ok,True,100.0000,100.0000,75.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JxPath_22f/run_0001/13-1/metrics/status.json
EvoSuite,non_ai,JxPath_22f,run_0001,ok,True,100.0000,100.0000,81.2500,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JxPath_22f/run_0001/13-2/metrics/status.json
EvoSuite,non_ai,JxPath_22f,run_0001,ok,True,100.0000,100.0000,75.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JxPath_22f/run_0001/13-3/metrics/status.json
EvoSuite,non_ai,JxPath_22f,run_0001,ok,True,95.0000,90.0000,68.7500,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JxPath_22f/run_0001/13-4/metrics/status.json
EvoSuite,non_ai,JxPath_22f,run_0001,ok,True,100.0000,100.0000,68.7500,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/JxPath_22f/run_0001/13-5/metrics/status.json
EvoSuite,non_ai,Lang_52f,run_0001,ok,True,100.0000,100.0000,66.6700,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Lang_52f/run_0001/14-1/metrics/status.json
EvoSuite,non_ai,Lang_52f,run_0001,ok,True,100.0000,100.0000,66.6700,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Lang_52f/run_0001/14-2/metrics/status.json
EvoSuite,non_ai,Lang_52f,run_0001,ok,True,100.0000,100.0000,66.6700,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Lang_52f/run_0001/14-3/metrics/status.json
EvoSuite,non_ai,Lang_52f,run_0001,ok,True,100.0000,100.0000,66.6700,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Lang_52f/run_0001/14-4/metrics/status.json
EvoSuite,non_ai,Lang_52f,run_0001,ok,True,100.0000,100.0000,66.6700,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Lang_52f/run_0001/14-5/metrics/status.json
EvoSuite,non_ai,Math_9f,run_0001,ok,True,100.0000,0.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Math_9f/run_0001/15-1/metrics/status.json
EvoSuite,non_ai,Math_9f,run_0001,ok,True,100.0000,0.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Math_9f/run_0001/15-2/metrics/status.json
EvoSuite,non_ai,Math_9f,run_0001,ok,True,100.0000,0.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Math_9f/run_0001/15-3/metrics/status.json
EvoSuite,non_ai,Math_9f,run_0001,ok,True,100.0000,0.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Math_9f/run_0001/15-4/metrics/status.json
EvoSuite,non_ai,Math_9f,run_0001,ok,True,100.0000,0.0000,100.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Math_9f/run_0001/15-5/metrics/status.json
EvoSuite,non_ai,Mockito_19f,run_0001,ok,True,100.0000,0.0000,,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Mockito_19f/run_0001/16-1/metrics/status.json
EvoSuite,non_ai,Mockito_19f,run_0001,ok,True,100.0000,0.0000,,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Mockito_19f/run_0001/16-2/metrics/status.json
EvoSuite,non_ai,Mockito_19f,run_0001,ok,True,100.0000,0.0000,,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Mockito_19f/run_0001/16-3/metrics/status.json
EvoSuite,non_ai,Mockito_19f,run_0001,ok,True,100.0000,0.0000,,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Mockito_19f/run_0001/16-4/metrics/status.json
EvoSuite,non_ai,Mockito_19f,run_0001,ok,True,100.0000,0.0000,,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Mockito_19f/run_0001/16-5/metrics/status.json
EvoSuite,non_ai,Time_24f,run_0001,failed,False,,,,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Time_24f/run_0001/17-1/metrics/status.json
EvoSuite,non_ai,Time_24f,run_0001,failed,False,,,,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Time_24f/run_0001/17-2/metrics/status.json
EvoSuite,non_ai,Time_24f,run_0001,ok,True,99.1000,93.7500,57.8900,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Time_24f/run_0001/17-3/metrics/status.json
EvoSuite,non_ai,Time_24f,run_0001,ok,True,99.1000,93.7500,63.1600,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Time_24f/run_0001/17-4/metrics/status.json
EvoSuite,non_ai,Time_24f,run_0001,ok,True,99.1000,93.7500,63.1600,/second_disk/nonAI/java_workflow/out/_final_defects4j_evosuite/Time_24f/run_0001/17-5/metrics/status.json
Randoop,non_ai,Chart_5f,run_0001,ok,True,62.2900,52.5000,36.1500,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Chart_5f/run_0001/1-1/summary.json
Randoop,non_ai,Chart_5f,run_0001,ok,True,70.2900,62.5000,41.5400,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Chart_5f/run_0001/1-2/summary.json
Randoop,non_ai,Chart_5f,run_0001,ok,True,56.0000,36.2500,28.4600,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Chart_5f/run_0001/1-3/summary.json
Randoop,non_ai,Chart_5f,run_0001,ok,True,62.8600,48.7500,35.3800,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Chart_5f/run_0001/1-4/summary.json
Randoop,non_ai,Chart_5f,run_0001,ok,True,53.1400,38.7500,30.7700,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Chart_5f/run_0001/1-5/summary.json
Randoop,non_ai,Cli_23f,run_0001,ok,True,48.7000,33.6400,25.8100,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Cli_23f/run_0001/1-1/summary.json
Randoop,non_ai,Cli_23f,run_0001,unknown,False,,,,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Cli_23f/run_0001/1-2/summary.json
Randoop,non_ai,Cli_23f,run_0001,unknown,False,,,,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Cli_23f/run_0001/1-3/summary.json
Randoop,non_ai,Cli_23f,run_0001,unknown,False,,,,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Cli_23f/run_0001/1-4/summary.json
Randoop,non_ai,Cli_23f,run_0001,ok,True,22.8000,11.8200,11.2900,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Cli_23f/run_0001/1-5/summary.json
Randoop,non_ai,Closure_77f,run_0001,ok,True,77.0200,25.0000,11.1100,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Closure_77f/run_0001/1-1/summary.json
Randoop,non_ai,Closure_77f,run_0001,ok,True,73.3900,5.0000,7.4100,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Closure_77f/run_0001/1-2/summary.json
Randoop,non_ai,Closure_77f,run_0001,ok,True,72.5800,5.0000,3.7000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Closure_77f/run_0001/1-3/summary.json
Randoop,non_ai,Closure_77f,run_0001,ok,True,73.7900,10.0000,14.8100,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Closure_77f/run_0001/1-4/summary.json
Randoop,non_ai,Closure_77f,run_0001,ok,True,71.3700,5.0000,7.4100,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Closure_77f/run_0001/1-5/summary.json
Randoop,non_ai,Codec_15f,run_0001,ok,True,84.3100,43.7500,40.5400,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Codec_15f/run_0001/1-1/summary.json
Randoop,non_ai,Codec_15f,run_0001,ok,True,84.3100,43.7500,40.5400,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Codec_15f/run_0001/1-2/summary.json
Randoop,non_ai,Codec_15f,run_0001,ok,True,84.3100,43.7500,40.5400,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Codec_15f/run_0001/1-3/summary.json
Randoop,non_ai,Codec_15f,run_0001,unknown,False,,,,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Codec_15f/run_0001/1-4/summary.json
Randoop,non_ai,Codec_15f,run_0001,ok,True,84.3100,43.7500,37.8400,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Codec_15f/run_0001/1-5/summary.json
Randoop,non_ai,Collections_18f,run_0001,ok,True,67.8600,47.5000,66.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Collections_18f/run_0001/1-1/summary.json
Randoop,non_ai,Collections_18f,run_0001,ok,True,69.0500,52.5000,62.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Collections_18f/run_0001/1-2/summary.json
Randoop,non_ai,Collections_18f,run_0001,ok,True,85.7100,67.5000,78.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Collections_18f/run_0001/1-3/summary.json
Randoop,non_ai,Collections_18f,run_0001,ok,True,83.3300,67.5000,74.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Collections_18f/run_0001/1-4/summary.json
Randoop,non_ai,Collections_18f,run_0001,ok,True,65.4800,50.0000,68.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Collections_18f/run_0001/1-5/summary.json
Randoop,non_ai,Compress_13f,run_0001,ok,True,59.6100,39.0900,39.8400,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Compress_13f/run_0001/1-1/summary.json
Randoop,non_ai,Compress_13f,run_0001,ok,True,59.6100,38.1800,29.2700,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Compress_13f/run_0001/1-2/summary.json
Randoop,non_ai,Compress_13f,run_0001,ok,True,53.2000,35.4500,29.2700,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Compress_13f/run_0001/1-3/summary.json
Randoop,non_ai,Compress_13f,run_0001,ok,True,55.1700,35.4500,33.3300,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Compress_13f/run_0001/1-4/summary.json
Randoop,non_ai,Compress_13f,run_0001,ok,True,64.0400,42.7300,33.3300,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Compress_13f/run_0001/1-5/summary.json
Randoop,non_ai,Csv_4f,run_0001,ok,True,5.0000,0.0000,0.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Csv_4f/run_0001/1-1/summary.json
Randoop,non_ai,Csv_4f,run_0001,ok,True,5.0000,0.0000,0.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Csv_4f/run_0001/1-2/summary.json
Randoop,non_ai,Csv_4f,run_0001,ok,True,5.0000,0.0000,0.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Csv_4f/run_0001/1-3/summary.json
Randoop,non_ai,Csv_4f,run_0001,ok,True,5.0000,0.0000,0.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Csv_4f/run_0001/1-4/summary.json
Randoop,non_ai,Csv_4f,run_0001,ok,True,5.0000,0.0000,0.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Csv_4f/run_0001/1-5/summary.json
Randoop,non_ai,Gson_17f,run_0001,ok,True,18.5600,13.3300,17.9700,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Gson_17f/run_0001/1-1/summary.json
Randoop,non_ai,Gson_17f,run_0001,ok,True,18.5600,13.3300,17.9700,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Gson_17f/run_0001/1-2/summary.json
Randoop,non_ai,Gson_17f,run_0001,ok,True,18.5600,13.3300,17.9700,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Gson_17f/run_0001/1-3/summary.json
Randoop,non_ai,Gson_17f,run_0001,ok,True,18.5600,13.3300,17.9700,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Gson_17f/run_0001/1-4/summary.json
Randoop,non_ai,Gson_17f,run_0001,ok,True,18.5600,13.3300,17.9700,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/Gson_17f/run_0001/1-5/summary.json
Randoop,non_ai,JacksonCore_13f,run_0001,ok,True,87.6200,84.3800,61.9000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/JacksonCore_13f/run_0001/1-1/summary.json
Randoop,non_ai,JacksonCore_13f,run_0001,ok,True,87.6200,84.3800,61.9000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/JacksonCore_13f/run_0001/1-2/summary.json
Randoop,non_ai,JacksonCore_13f,run_0001,ok,True,87.6200,84.3800,61.9000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/JacksonCore_13f/run_0001/1-3/summary.json
Randoop,non_ai,JacksonCore_13f,run_0001,ok,True,87.6200,84.3800,61.9000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/JacksonCore_13f/run_0001/1-4/summary.json
Randoop,non_ai,JacksonCore_13f,run_0001,ok,True,87.6200,84.3800,61.9000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/JacksonCore_13f/run_0001/1-5/summary.json
Randoop,non_ai,JacksonDatabind_17f,run_0001,ok,True,38.6700,22.0200,25.3300,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/JacksonDatabind_17f/run_0001/1-1/summary.json
Randoop,non_ai,JacksonDatabind_17f,run_0001,ok,True,37.5900,18.4500,24.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/JacksonDatabind_17f/run_0001/1-2/summary.json
Randoop,non_ai,JacksonDatabind_17f,run_0001,ok,True,24.1000,14.2900,15.6700,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/JacksonDatabind_17f/run_0001/1-3/summary.json
Randoop,non_ai,JacksonDatabind_17f,run_0001,ok,True,32.9100,15.4800,23.3300,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/JacksonDatabind_17f/run_0001/1-4/summary.json
Randoop,non_ai,JacksonDatabind_17f,run_0001,ok,True,29.6800,11.3100,20.0000,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/JacksonDatabind_17f/run_0001/1-5/summary.json
Randoop,non_ai,JacksonXml_5f,run_0001,ok,True,14.5800,8.3300,8.1600,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/JacksonXml_5f/run_0001/1-1/summary.json
Randoop,non_ai,JacksonXml_5f,run_0001,ok,True,13.5400,8.3300,8.1600,/second_disk/nonAI/java_workflow/out/_final_defects4j_randoop_20260330_132501/JacksonXml_5f/run_0001/1-2/summary.json
