sut_name	repeat	status	gen_rc	raw_rc	final_rc	cov_rc	mut_rc	line	branch	mutation
Mbpp_12	5	ok	0	0	0	0	0	100.0	100.0	60.0
Mbpp_14	1	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_14	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_14	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_14	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_14	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_16	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_16	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_16	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_16	4	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_16	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_17	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_17	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_17	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_17	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_17	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_18	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_18	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_18	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_18	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_18	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_19	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_19	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_19	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_19	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_19	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_20	1	ok	0	0	0	0	0	86.67	80.0	58.06
Mbpp_20	2	ok	0	0	0	0	0	86.67	80.0	58.06
Mbpp_20	3	ok	0	0	0	0	0	86.67	80.0	58.06
Mbpp_20	4	ok	0	0	0	0	0	86.67	80.0	58.06
Mbpp_20	5	ok	0	0	0	0	0	86.67	80.0	58.06
Mbpp_56	1	ok	0	1	0	0	0	100.0	100.0	33.33
Mbpp_56	2	ok	0	1	0	0	0	100.0	100.0	33.33
Mbpp_56	3	ok	0	1	0	0	0	100.0	100.0	33.33
Mbpp_56	4	ok	0	1	0	0	0	100.0	100.0	33.33
Mbpp_56	5	ok	0	1	0	0	0	100.0	100.0	33.33
Mbpp_57	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_57	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_57	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_57	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_57	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_58	1	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_58	2	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_58	3	ok	0	1	0	0	0	100.0	100.0	33.33
Mbpp_58	4	ok	0	1	0	0	0	100.0	100.0	33.33
Mbpp_58	5	ok	0	1	0	0	0	100.0	100.0	33.33
Mbpp_59	1	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_59	2	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_59	3	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_59	4	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_59	5	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_61	1	ok	0	1	0	0	0	100.0	100.0	96.55
Mbpp_61	2	ok	0	1	0	0	0	100.0	100.0	96.55
Mbpp_61	3	ok	0	1	0	0	0	100.0	100.0	96.55
Mbpp_61	4	ok	0	1	0	0	0	100.0	100.0	96.55
Mbpp_61	5	ok	0	1	0	0	0	100.0	100.0	96.55
Mbpp_62	1	ok	0	0	0	0	0	100.0	100.0	80.0
Mbpp_62	2	ok	0	0	0	0	0	100.0	100.0	80.0
Mbpp_62	3	ok	0	0	0	0	0	100.0	100.0	80.0
Mbpp_62	4	ok	0	0	0	0	0	100.0	100.0	80.0
Mbpp_62	5	ok	0	0	0	0	0	100.0	100.0	80.0
Mbpp_63	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_63	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_63	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_63	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_63	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_64	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_64	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_64	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_64	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_64	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_65	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_65	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_65	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_65	4	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_65	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_66	1	ok	0	0	0	0	1	100.0	100.0	0.0
Mbpp_66	2	ok	0	0	0	0	1	100.0	100.0	0.0
Mbpp_66	3	ok	0	0	0	0	1	100.0	100.0	0.0
Mbpp_66	4	ok	0	0	0	0	1	100.0	100.0	0.0
Mbpp_66	5	ok	0	0	0	0	1	100.0	100.0	0.0
Mbpp_67	1	ok	0	0	0	0	0	100.0	100.0	92.68
Mbpp_67	2	ok	0	0	0	0	0	100.0	100.0	92.68
Mbpp_67	3	ok	0	0	0	0	0	100.0	100.0	92.68
Mbpp_67	4	ok	0	0	0	0	0	100.0	100.0	92.68
Mbpp_67	5	ok	0	0	0	0	0	100.0	100.0	92.68
Mbpp_68	1	ok	0	0	0	0	0	100.0	100.0	80.0
Mbpp_68	2	ok	0	0	0	0	0	100.0	100.0	86.67
Mbpp_68	3	ok	0	0	0	0	0	100.0	100.0	80.0
Mbpp_68	4	ok	0	0	0	0	0	100.0	100.0	80.0
Mbpp_68	5	ok	0	0	0	0	0	100.0	100.0	80.0
Mbpp_69	1	ok	0	0	0	0	0	100.0	100.0	77.78
Mbpp_69	2	ok	0	0	0	0	0	100.0	100.0	77.78
Mbpp_69	3	ok	0	0	0	0	0	100.0	100.0	77.78
Mbpp_69	4	ok	0	0	0	0	0	100.0	100.0	77.78
Mbpp_69	5	ok	0	0	0	0	0	100.0	100.0	77.78
Mbpp_70	1	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_70	2	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_70	3	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_70	4	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_70	5	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_71	1	ok	0	0	0	0	0	100.0	100.0	51.85
Mbpp_71	2	ok	0	0	0	0	0	100.0	100.0	51.85
Mbpp_71	3	ok	0	0	0	0	0	100.0	100.0	51.85
Mbpp_71	4	ok	0	0	0	0	0	100.0	100.0	51.85
Mbpp_71	5	ok	0	0	0	0	0	100.0	100.0	51.85
Mbpp_72	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_72	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_72	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_72	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_72	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_74	1	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_74	2	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_74	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_74	4	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_74	5	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_75	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_75	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_75	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_75	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_75	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_77	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_77	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_77	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_77	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_77	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_79	1	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_79	2	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_79	3	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_79	4	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_79	5	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_80	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_80	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_80	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_80	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_80	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_82	1	ok	0	1	0	0	0	100.0	100.0	14.29
Mbpp_82	2	ok	0	1	0	0	0	100.0	100.0	14.29
Mbpp_82	3	ok	0	1	0	0	0	100.0	100.0	14.29
Mbpp_82	4	ok	0	1	0	0	0	100.0	100.0	14.29
Mbpp_82	5	ok	0	1	0	0	0	100.0	100.0	14.29
Mbpp_84	1	ok	0	1	0	0	0	100.0	100.0	89.66
Mbpp_84	2	ok	0	1	0	0	0	100.0	100.0	93.1
Mbpp_84	3	ok	0	1	0	0	0	100.0	100.0	89.66
Mbpp_84	4	ok	0	1	0	0	0	100.0	100.0	93.1
Mbpp_84	5	ok	0	1	0	0	0	100.0	100.0	89.66
Mbpp_85	1	ok	0	1	0	0	0	100.0	100.0	20.0
Mbpp_85	2	ok	0	1	0	0	0	100.0	100.0	20.0
Mbpp_85	3	ok	0	1	0	0	0	100.0	100.0	20.0
Mbpp_85	4	ok	0	1	0	0	0	100.0	100.0	20.0
Mbpp_85	5	ok	0	1	0	0	0	100.0	100.0	20.0
Mbpp_86	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_86	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_86	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_86	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_86	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_87	1	ok	0	0	0	0	0	100.0	100.0	90.0
Mbpp_87	2	ok	0	0	0	0	0	100.0	100.0	90.0
Mbpp_87	3	ok	0	0	0	0	0	100.0	100.0	90.0
Mbpp_87	4	ok	0	0	0	0	0	100.0	100.0	90.0
Mbpp_87	5	ok	0	0	0	0	0	100.0	100.0	90.0
Mbpp_88	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_88	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_88	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_88	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_88	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_89	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_89	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_89	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_89	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_89	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_90	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_90	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_90	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_90	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_90	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_91	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_91	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_91	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_91	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_91	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_92	1	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_92	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_92	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_92	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_92	5	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_93	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_93	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_93	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_93	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_93	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_94	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_94	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_94	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_94	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_94	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_95	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_95	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_95	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_95	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_95	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_96	1	ok	0	0	0	0	0	100.0	100.0	91.67
Mbpp_96	2	ok	0	1	0	0	0	100.0	100.0	91.67
Mbpp_96	3	ok	0	0	0	0	0	100.0	100.0	91.67
Mbpp_96	4	ok	0	1	0	0	0	100.0	100.0	91.67
Mbpp_96	5	ok	0	0	0	0	0	100.0	100.0	91.67
Mbpp_97	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_97	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_97	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_97	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_97	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_98	1	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_98	2	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_98	3	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_98	4	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_98	5	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_99	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_99	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_99	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_99	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_99	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_100	1	ok	0	0	0	0	0	97.14	78.57	59.34
Mbpp_100	2	ok	0	0	0	0	0	91.43	71.43	67.03
Mbpp_100	3	ok	0	0	0	0	0	100.0	100.0	89.01
Mbpp_100	4	ok	0	0	0	0	0	91.43	71.43	67.03
Mbpp_100	5	ok	0	0	0	0	0	100.0	85.71	82.42
Mbpp_101	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_101	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_101	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_101	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_101	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_102	1	ok	0	1	0	0	0	100.0	100.0	83.33
Mbpp_102	2	ok	0	1	0	0	0	100.0	100.0	83.33
Mbpp_102	3	ok	0	1	0	0	0	100.0	100.0	83.33
Mbpp_102	4	ok	0	1	0	0	0	100.0	100.0	83.33
Mbpp_102	5	ok	0	1	0	0	0	100.0	100.0	83.33
Mbpp_103	1	ok	0	1	0	0	0	100.0	100.0	92.86
Mbpp_103	2	ok	0	1	0	0	0	100.0	100.0	92.86
Mbpp_103	3	ok	0	1	0	0	0	100.0	100.0	92.86
Mbpp_103	4	ok	0	1	0	0	0	100.0	100.0	92.86
Mbpp_103	5	ok	0	1	0	0	0	100.0	100.0	92.86
Mbpp_104	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_104	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_104	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_104	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_104	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_105	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_105	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_105	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_105	4	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_105	5	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_106	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_106	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_106	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_106	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_106	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_108	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_108	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_108	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_108	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_108	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_109	1	ok	0	0	0	0	0	100.0	100.0	91.67
Mbpp_109	2	ok	0	0	0	0	0	100.0	100.0	91.67
Mbpp_109	3	ok	0	0	0	0	0	100.0	100.0	91.67
Mbpp_109	4	ok	0	0	0	0	0	100.0	100.0	91.67
Mbpp_109	5	ok	0	0	0	0	0	100.0	100.0	91.67
Mbpp_111	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_111	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_111	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_111	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_111	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_113	1	ok	0	0	0	0	0	100.0	100.0	75.0
Mbpp_113	2	ok	0	0	0	0	0	100.0	100.0	75.0
Mbpp_113	3	ok	0	0	0	0	0	100.0	100.0	75.0
Mbpp_113	4	ok	0	0	0	0	0	100.0	100.0	75.0
Mbpp_113	5	ok	0	0	0	0	0	100.0	100.0	75.0
Mbpp_116	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_116	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_116	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_116	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_116	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_118	1	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_118	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_118	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_118	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_118	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_119	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_119	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_119	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_119	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_119	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_120	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_120	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_120	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_120	4	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_120	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_123	1	ok	0	1	0	0	0	95.24	91.67	79.49
Mbpp_123	2	ok	0	1	0	0	0	95.24	91.67	79.49
Mbpp_123	3	ok	0	1	0	0	0	95.24	91.67	79.49
Mbpp_123	4	ok	0	1	0	0	0	95.24	91.67	79.49
Mbpp_123	5	ok	0	1	0	0	0	95.24	91.67	79.49
Mbpp_124	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_124	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_124	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_124	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_124	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_125	1	ok	0	0	0	0	0	100.0	100.0	90.0
Mbpp_125	2	ok	0	0	0	0	0	100.0	100.0	90.0
Mbpp_125	3	ok	0	0	0	0	0	100.0	100.0	90.0
Mbpp_125	4	ok	0	0	0	0	0	100.0	100.0	90.0
Mbpp_125	5	ok	0	1	0	0	0	100.0	100.0	90.0
Mbpp_126	1	ok	0	0	0	0	0	100.0	100.0	96.3
Mbpp_126	2	ok	0	1	0	0	0	100.0	100.0	85.19
Mbpp_126	3	ok	0	0	0	0	0	100.0	100.0	96.3
Mbpp_126	4	ok	0	0	0	0	0	100.0	100.0	96.3
Mbpp_126	5	ok	0	0	0	0	0	100.0	100.0	96.3
Mbpp_127	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_127	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_127	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_127	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_127	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_128	1	ok	0	0	0	0	0	100.0	100.0	88.89
Mbpp_128	2	ok	0	0	0	0	0	100.0	100.0	77.78
Mbpp_128	3	ok	0	0	0	0	0	100.0	100.0	88.89
Mbpp_128	4	ok	0	0	0	0	0	100.0	100.0	88.89
Mbpp_128	5	ok	0	0	0	0	0	100.0	100.0	88.89
Mbpp_129	1	ok	0	0	0	0	0	72.73	62.5	79.17
Mbpp_129	2	ok	0	1	0	0	0	72.73	62.5	87.5
Mbpp_129	3	ok	0	1	0	0	0	72.73	62.5	87.5
Mbpp_129	4	ok	0	0	0	0	0	72.73	62.5	79.17
Mbpp_129	5	ok	0	1	0	0	0	72.73	62.5	87.5
Mbpp_130	1	ok	0	0	0	0	0	100.0	100.0	77.78
Mbpp_130	2	ok	0	0	0	0	0	100.0	100.0	77.78
Mbpp_130	3	ok	0	0	0	0	0	100.0	100.0	77.78
Mbpp_130	4	ok	0	0	0	0	0	100.0	100.0	77.78
Mbpp_130	5	ok	0	0	0	0	0	100.0	100.0	88.89
Mbpp_131	1	ok	0	0	0	0	0	100.0	100.0	84.62
Mbpp_131	2	ok	0	0	0	0	0	100.0	100.0	84.62
Mbpp_131	3	ok	0	0	0	0	0	100.0	100.0	92.31
Mbpp_131	4	ok	0	0	0	0	0	100.0	100.0	92.31
Mbpp_131	5	ok	0	0	0	0	0	100.0	100.0	92.31
Mbpp_132	1	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_132	2	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_132	3	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_132	4	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_132	5	ok	0	0	0	0	0	100.0	100.0	100.0
Mbpp_133	1	ok	0	0	0	0	0	100.0	100.0	33.33
Mbpp_133	2	ok	0	0	0	0	0	100.0	100.0	33.33
Mbpp_133	3	ok	0	0	0	0	0	100.0	100.0	33.33
Mbpp_133	4	ok	0	0	0	0	0	100.0	100.0	33.33
Mbpp_133	5	ok	0	0	0	0	0	100.0	100.0	33.33
Mbpp_135	1	ok	0	1	0	0	0	100.0	100.0	100.0
Mbpp_135	2	ok	0	1	0	0	0	100.0	100.0	100.0
