mtime	size_bytes	sha256	path
2026-02-19 09:31:10.728000000 +0000	12994	063d676c61ad11201941d6e2092e90d4c2b723340998e67b04ec28343895fe45	/home/jpaiva/projetos/bugsinpy_gpt55/_provenance/source_snapshot/_py_overrides/mutmut/file_mutation.py
2026-02-19 09:31:10.728000000 +0000	10321	adb2f1311218d8045a9b7234fb616aa571454015a044780d7b4c2890516e67ed	/home/jpaiva/projetos/bugsinpy_gpt55/_provenance/source_snapshot/_py_overrides/mutmut/node_mutation.py
2026-05-04 10:38:07.000000000 +0100	7608	b6ad04b1bba7514e946245a6d667574f0b002c14a3b56ddb4c08930950eb5dfa	/home/jpaiva/projetos/bugsinpy_gpt55/_provenance/source_snapshot/tools/audit_bugsinpy_mutation_effective_coverage.py
2026-05-04 10:56:01.000000000 +0100	7428	42ed931733849ff97cc30386a2f66080f03f56f8c124091ff9057517aaaef068	/home/jpaiva/projetos/bugsinpy_gpt55/_provenance/source_snapshot/tools/probe_bugsinpy_mutmut_manual_mutants.py
2026-04-28 14:01:54.000000000 +0100	4475	935949b60f5022267f3f7a04baaed62cb3a17306697557c83c790cd33e29cd20	/home/jpaiva/projetos/bugsinpy_gpt55/_provenance/source_snapshot/tools/reparse_bugsinpy_mutation_counts.py
2026-04-28 10:00:02.000000000 +0100	10775	e733097c393178292eb05a41eba3a9ca79110f3802af737a808197bfcbfe421d	/home/jpaiva/projetos/bugsinpy_gpt55/_provenance/source_snapshot/tools/run_bugsinpy_mutation.py
2026-05-04 10:32:37.000000000 +0100	19225	0dc3e8715dbda5a4417038dabde3f726bc7ad99fb1601646def8d66c783c6424	/home/jpaiva/projetos/bugsinpy_gpt55/_provenance/source_snapshot/tools/run_bugsinpy_mutation_flat.py
2026-05-05 08:51:02.000000000 +0100	10883	ce36b13e2a91113f8b0dcf9cbde8385a326a0da0e7542c5e8a00703c9b262b94	/home/jpaiva/projetos/bugsinpy_gpt55/_provenance/source_snapshot/tools/run_bugsinpy_mutation_manual_fallback.py
2026-05-05 09:29:43.000000000 +0100	10532	06dcff705a413dcdd1cba152f263e843afcf05ab41462a3fc213c964b6b09496	/home/jpaiva/projetos/bugsinpy_gpt55/_provenance/source_snapshot/tools/run_bugsinpy_mutation_manual_fallback_10x.py
2026-05-05 09:40:51.000000000 +0100	9905	927de9b4d41d3d1fac6d4f6763b474673d112ef2ac5f7ca9d5eb630fc31942a9	/home/jpaiva/projetos/bugsinpy_gpt55/_provenance/source_snapshot/tools/run_bugsinpy_mutation_manual_fallback_10y.py
2026-05-07 09:04:56.000000000 +0100	10582	7c3759e5e2e54f9896ba0e9f88b167757cde03352e2d39aaba1973225615a21e	/home/jpaiva/projetos/bugsinpy_gpt55/_provenance/source_snapshot/tools/run_bugsinpy_mutation_manual_fallback_10z.py
2026-04-28 10:12:23.000000000 +0100	12785	dab02427a2383d3a50fc7540fdc4002c31dc9ba9c86fe9788291d3b80ed37222	/home/jpaiva/projetos/bugsinpy_gpt55/_provenance/source_snapshot/tools/run_bugsinpy_mutation_relpath.py
2026-05-04 10:32:37.000000000 +0100	19225	0dc3e8715dbda5a4417038dabde3f726bc7ad99fb1601646def8d66c783c6424	/home/jpaiva/projetos/bugsinpy_gpt55/_provenance/stage4b_resume_20260620_143407/tools/run_bugsinpy_mutation_flat.py
2026-02-19 09:31:10.728000000 +0000	12994	063d676c61ad11201941d6e2092e90d4c2b723340998e67b04ec28343895fe45	/home/jpaiva/projetos/bugsinpy_gpt55/_py_overrides/mutmut/file_mutation.py
2026-02-19 09:31:10.728000000 +0000	10321	adb2f1311218d8045a9b7234fb616aa571454015a044780d7b4c2890516e67ed	/home/jpaiva/projetos/bugsinpy_gpt55/_py_overrides/mutmut/node_mutation.py
2026-05-04 10:38:07.000000000 +0100	7608	b6ad04b1bba7514e946245a6d667574f0b002c14a3b56ddb4c08930950eb5dfa	/home/jpaiva/projetos/bugsinpy_gpt55/tools/audit_bugsinpy_mutation_effective_coverage.py
2026-05-04 10:56:01.000000000 +0100	7428	42ed931733849ff97cc30386a2f66080f03f56f8c124091ff9057517aaaef068	/home/jpaiva/projetos/bugsinpy_gpt55/tools/probe_bugsinpy_mutmut_manual_mutants.py
2026-04-28 14:01:54.000000000 +0100	4475	935949b60f5022267f3f7a04baaed62cb3a17306697557c83c790cd33e29cd20	/home/jpaiva/projetos/bugsinpy_gpt55/tools/reparse_bugsinpy_mutation_counts.py
2026-04-28 10:00:02.000000000 +0100	10775	e733097c393178292eb05a41eba3a9ca79110f3802af737a808197bfcbfe421d	/home/jpaiva/projetos/bugsinpy_gpt55/tools/run_bugsinpy_mutation.py
2026-06-20 14:36:14.204000000 +0100	19182	55d82db7f62317fd4358c0fc0329d9e8dcde347262653a82ca2739b29b398d73	/home/jpaiva/projetos/bugsinpy_gpt55/tools/run_bugsinpy_mutation_flat.py
2026-05-05 08:51:02.000000000 +0100	10883	ce36b13e2a91113f8b0dcf9cbde8385a326a0da0e7542c5e8a00703c9b262b94	/home/jpaiva/projetos/bugsinpy_gpt55/tools/run_bugsinpy_mutation_manual_fallback.py
2026-05-05 09:29:43.000000000 +0100	10532	06dcff705a413dcdd1cba152f263e843afcf05ab41462a3fc213c964b6b09496	/home/jpaiva/projetos/bugsinpy_gpt55/tools/run_bugsinpy_mutation_manual_fallback_10x.py
2026-05-05 09:40:51.000000000 +0100	9905	927de9b4d41d3d1fac6d4f6763b474673d112ef2ac5f7ca9d5eb630fc31942a9	/home/jpaiva/projetos/bugsinpy_gpt55/tools/run_bugsinpy_mutation_manual_fallback_10y.py
2026-05-07 09:04:56.000000000 +0100	10582	7c3759e5e2e54f9896ba0e9f88b167757cde03352e2d39aaba1973225615a21e	/home/jpaiva/projetos/bugsinpy_gpt55/tools/run_bugsinpy_mutation_manual_fallback_10z.py
2026-04-28 10:12:23.000000000 +0100	12785	dab02427a2383d3a50fc7540fdc4002c31dc9ba9c86fe9788291d3b80ed37222	/home/jpaiva/projetos/bugsinpy_gpt55/tools/run_bugsinpy_mutation_relpath.py
2026-06-20 14:29:51.352000000 +0100	1395	0527530f0ca8e8485c4fc240f305e764370892d948e6e0ffca69ff0048a78c11	/home/jpaiva/projetos/bugsinpy_v5_eval_harness/tools/cleanup_bugsinpy_mutation_project_v5.py
2026-06-20 14:29:51.276000000 +0100	20567	12b8ecdd985f0acef86aaf37c3e049b857b9bddb5673df6bafadec4deda6a560	/home/jpaiva/projetos/bugsinpy_v5_eval_harness/tools/run_bugsinpy_mutation_flat_v5.py
2026-06-20 14:42:29.364000000 +0100	21091	334441738e592dd05a7aecf82f28a6ee109c8ad02a976f1d741168a79852d64b	/home/jpaiva/projetos/bugsinpy_v5_eval_harness/tools/run_bugsinpy_mutation_flat_v5_packageaware.py
2026-06-20 14:46:24.032000000 +0100	21514	5d19bb9701ca2c5835c765b6e34cf419d9d5b4b1478f4aea9b10a8d4f1f56945	/home/jpaiva/projetos/bugsinpy_v5_eval_harness/tools/run_bugsinpy_mutation_flat_v5_packageaware_v2.py
2026-04-20 08:58:23.032000000 +0100	1205	050b40c23975f587752b437c65e064b9e2fbe8c03c22af1a30ed62cc4cc7a2ba	/home/jpaiva/projetos/llm_test_generation_gpt4o/_audit_sf110_multimodel_core_20260520_094141/script_snapshots/sf110_gpt4o_scripts_parse_pit_mutations.py
2026-02-19 09:31:10.728000000 +0000	12994	063d676c61ad11201941d6e2092e90d4c2b723340998e67b04ec28343895fe45	/home/jpaiva/projetos/llm_test_generation_gpt4o/_py_overrides/mutmut/file_mutation.py
2026-02-19 09:31:10.728000000 +0000	10321	adb2f1311218d8045a9b7234fb616aa571454015a044780d7b4c2890516e67ed	/home/jpaiva/projetos/llm_test_generation_gpt4o/_py_overrides/mutmut/node_mutation.py
2026-02-19 09:31:10.728000000 +0000	12994	063d676c61ad11201941d6e2092e90d4c2b723340998e67b04ec28343895fe45	/home/jpaiva/projetos/llm_test_generation_gpt4o/fewshot_examples_v1/group_1_python_function/_py_overrides/mutmut/file_mutation.py
2026-02-19 09:31:10.728000000 +0000	10321	adb2f1311218d8045a9b7234fb616aa571454015a044780d7b4c2890516e67ed	/home/jpaiva/projetos/llm_test_generation_gpt4o/fewshot_examples_v1/group_1_python_function/_py_overrides/mutmut/node_mutation.py
2026-02-19 09:31:10.728000000 +0000	12994	063d676c61ad11201941d6e2092e90d4c2b723340998e67b04ec28343895fe45	/home/jpaiva/projetos/llm_test_generation_gpt4o/fewshot_examples_v1/group_2_python_project/_py_overrides/mutmut/file_mutation.py
2026-02-19 09:31:10.728000000 +0000	10321	adb2f1311218d8045a9b7234fb616aa571454015a044780d7b4c2890516e67ed	/home/jpaiva/projetos/llm_test_generation_gpt4o/fewshot_examples_v1/group_2_python_project/_py_overrides/mutmut/node_mutation.py
2026-05-16 12:33:40.676000000 +0100	9246	299f64036df0c6769188bd7b2d4852e4a53ebe92cb7da6263ce9abc35cc56309	/home/jpaiva/projetos/llm_test_generation_gpt4o/scripts/fix_mbppplus_mutmut_metrics_from_logs.py
