model	model_dir	sut_id	repeat	status	exit_code	timed_out	empty_output	attempts	duration_s	run_dir
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Closure_77f	1	ok	0	0	0	1	3	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Closure_77f/run_0001
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Closure_77f	2	ok	0	0	0	1	2	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Closure_77f/run_0002
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Closure_77f	3	ok	0	0	0	1	2	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Closure_77f/run_0003
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Closure_77f	4	ok	0	0	0	1	1	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Closure_77f/run_0004
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Closure_77f	5	ok	0	0	0	1	7	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Closure_77f/run_0005
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Codec_15f	1	ok	0	0	0	1	50	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Codec_15f/run_0001
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Codec_15f	2	ok	0	0	0	1	16	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Codec_15f/run_0002
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Codec_15f	3	ok	0	0	0	1	5	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Codec_15f/run_0003
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Codec_15f	4	ok	0	0	0	1	12	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Codec_15f/run_0004
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Codec_15f	5	ok	0	0	0	1	4	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Codec_15f/run_0005
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Collections_18f	1	ok	0	0	0	1	5	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Collections_18f/run_0001
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Collections_18f	2	ok	0	0	0	1	5	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Collections_18f/run_0002
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Collections_18f	3	ok	0	0	0	1	9	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Collections_18f/run_0003
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Collections_18f	4	ok	0	0	0	1	11	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Collections_18f/run_0004
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Collections_18f	5	ok	0	0	0	1	9	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Collections_18f/run_0005
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Compress_13f	1	ok	0	0	0	1	30	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Compress_13f/run_0001
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Compress_13f	2	ok	0	0	0	1	29	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Compress_13f/run_0002
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Compress_13f	3	ok	0	0	0	1	3	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Compress_13f/run_0003
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Compress_13f	4	ok	0	0	0	1	15	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Compress_13f/run_0004
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Compress_13f	5	ok	0	0	0	1	5	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Compress_13f/run_0005
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Csv_4f	1	ok	0	0	0	1	13	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Csv_4f/run_0001
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Csv_4f	2	ok	0	0	0	1	24	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Csv_4f/run_0002
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Csv_4f	3	timeout_with_output	124	1	0	1	200	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Csv_4f/run_0003
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Csv_4f	4	ok	0	0	0	1	4	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Csv_4f/run_0004
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Csv_4f	5	ok	0	0	0	1	3	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Csv_4f/run_0005
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Gson_17f	1	ok	0	0	0	1	3	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Gson_17f/run_0001
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Gson_17f	2	ok	0	0	0	1	3	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Gson_17f/run_0002
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Gson_17f	3	ok	0	0	0	1	1	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Gson_17f/run_0003
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Gson_17f	4	ok	0	0	0	1	2	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Gson_17f/run_0004
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Gson_17f	5	ok	0	0	0	1	8	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Gson_17f/run_0005
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JacksonCore_13f	1	ok	0	0	0	1	8	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonCore_13f/run_0001
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JacksonCore_13f	2	ok	0	0	0	1	3	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonCore_13f/run_0002
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JacksonCore_13f	3	ok	0	0	0	1	67	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonCore_13f/run_0003
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JacksonCore_13f	4	ok	0	0	0	1	5	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonCore_13f/run_0004
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JacksonCore_13f	5	ok	0	0	0	1	25	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonCore_13f/run_0005
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JacksonDatabind_17f	1	ok	0	0	0	1	20	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonDatabind_17f/run_0001
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JacksonDatabind_17f	2	ok	0	0	0	1	32	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonDatabind_17f/run_0002
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JacksonDatabind_17f	3	ok	0	0	0	1	4	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonDatabind_17f/run_0003
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JacksonDatabind_17f	4	timeout_with_output	124	1	0	1	200	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonDatabind_17f/run_0004
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JacksonDatabind_17f	5	ok	0	0	0	1	38	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonDatabind_17f/run_0005
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JacksonXml_5f	1	ok	0	0	0	1	15	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonXml_5f/run_0001
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JacksonXml_5f	2	ok	0	0	0	1	4	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonXml_5f/run_0002
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JacksonXml_5f	3	ok	0	0	0	1	1	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonXml_5f/run_0003
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JacksonXml_5f	4	ok	0	0	0	1	3	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonXml_5f/run_0004
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JacksonXml_5f	5	ok	0	0	0	1	2	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JacksonXml_5f/run_0005
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Jsoup_91f	1	ok	0	0	0	1	3	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Jsoup_91f/run_0001
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Jsoup_91f	2	ok	0	0	0	1	2	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Jsoup_91f/run_0002
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Jsoup_91f	3	ok	0	0	0	1	3	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Jsoup_91f/run_0003
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Jsoup_91f	4	ok	0	0	0	1	3	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Jsoup_91f/run_0004
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Jsoup_91f	5	ok	0	0	0	1	3	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Jsoup_91f/run_0005
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JxPath_22f	1	ok	0	0	0	1	8	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JxPath_22f/run_0001
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JxPath_22f	2	ok	0	0	0	1	11	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JxPath_22f/run_0002
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JxPath_22f	3	ok	0	0	0	1	10	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JxPath_22f/run_0003
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JxPath_22f	4	ok	0	0	0	1	2	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JxPath_22f/run_0004
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	JxPath_22f	5	ok	0	0	0	1	4	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/JxPath_22f/run_0005
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Lang_52f	1	ok	0	0	0	1	8	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Lang_52f/run_0001
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Lang_52f	2	timeout_with_output	124	1	0	1	200	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Lang_52f/run_0002
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Lang_52f	3	ok	0	0	0	1	20	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Lang_52f/run_0003
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Lang_52f	4	ok	0	0	0	1	15	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Lang_52f/run_0004
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Lang_52f	5	timeout_with_output	124	1	0	1	200	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Lang_52f/run_0005
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Math_9f	1	ok	0	0	0	1	3	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Math_9f/run_0001
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Math_9f	2	ok	0	0	0	1	2	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Math_9f/run_0002
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Math_9f	3	ok	0	0	0	1	1	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Math_9f/run_0003
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Math_9f	4	ok	0	0	0	1	3	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Math_9f/run_0004
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Math_9f	5	ok	0	0	0	1	2	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Math_9f/run_0005
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Mockito_19f	1	ok	0	0	0	1	40	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Mockito_19f/run_0001
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Mockito_19f	2	ok	0	0	0	1	5	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Mockito_19f/run_0002
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Mockito_19f	3	ok	0	0	0	1	3	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Mockito_19f/run_0003
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Mockito_19f	4	ok	0	0	0	1	4	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Mockito_19f/run_0004
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Mockito_19f	5	ok	0	0	0	1	7	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Mockito_19f/run_0005
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Time_24f	1	ok	0	0	0	1	6	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Time_24f/run_0001
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Time_24f	2	ok	0	0	0	1	4	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Time_24f/run_0002
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Time_24f	3	ok	0	0	0	1	7	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Time_24f/run_0003
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Time_24f	4	ok	0	0	0	1	8	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Time_24f/run_0004
cluster-max-codellama-7b-instruct-ctx16k	cluster-max-codellama-7b-instruct-ctx16k	Time_24f	5	ok	0	0	0	1	30	/root/defects4j_java_job_v1/out/defects4j_java_zero_shot_cluster_v1/cluster-max-codellama-7b-instruct-ctx16k/Time_24f/run_0005
