sut	rep	status	line	branch	instruction	mutation	mutation_strict	mvn_rc	pit_rc	base_valid	fully_valid	reasons	status_path	run_dir
007_java_find_in_sorted	1-1	ok	90.0	100.0	93.8776	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/007_java_find_in_sorted/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/007_java_find_in_sorted/run_0001/1-1
007_java_find_in_sorted	1-2	ok	90.0	100.0	93.8776	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/007_java_find_in_sorted/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/007_java_find_in_sorted/run_0001/1-2
007_java_find_in_sorted	1-3	ok	90.0	100.0	93.8776	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/007_java_find_in_sorted/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/007_java_find_in_sorted/run_0001/1-3
007_java_find_in_sorted	1-4	ok	90.0	100.0	93.8776	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/007_java_find_in_sorted/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/007_java_find_in_sorted/run_0001/1-4
007_java_find_in_sorted	1-5	ok	90.0	100.0	93.8776	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/007_java_find_in_sorted/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/007_java_find_in_sorted/run_0001/1-5
010_java_get_factors	1-1	ok	90.9091	100.0	94.9153	90.0	90.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/010_java_get_factors/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/010_java_get_factors/run_0001/1-1
010_java_get_factors	1-2	ok	90.9091	100.0	94.9153	90.0	90.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/010_java_get_factors/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/010_java_get_factors/run_0001/1-2
010_java_get_factors	1-3	ok	90.9091	100.0	94.9153	90.0	90.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/010_java_get_factors/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/010_java_get_factors/run_0001/1-3
010_java_get_factors	1-4	ok	90.9091	100.0	94.9153	90.0	90.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/010_java_get_factors/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/010_java_get_factors/run_0001/1-4
010_java_get_factors	1-5	ok	90.9091	100.0	94.9153	90.0	90.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/010_java_get_factors/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/010_java_get_factors/run_0001/1-5
013_java_kheapsort	1-1	ok	92.8571	100.0	95.5882	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/013_java_kheapsort/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/013_java_kheapsort/run_0001/1-1
013_java_kheapsort	1-2	ok	92.8571	100.0	95.5882	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/013_java_kheapsort/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/013_java_kheapsort/run_0001/1-2
013_java_kheapsort	1-3	ok	92.8571	100.0	95.5882	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/013_java_kheapsort/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/013_java_kheapsort/run_0001/1-3
013_java_kheapsort	1-4	ok	92.8571	100.0	95.5882	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/013_java_kheapsort/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/013_java_kheapsort/run_0001/1-4
013_java_kheapsort	1-5	ok	92.8571	100.0	95.5882	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/013_java_kheapsort/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/013_java_kheapsort/run_0001/1-5
016_java_lcs_length	1-1	ok	92.5926	90.0	95.8763	86.3636	86.3636	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/016_java_lcs_length/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/016_java_lcs_length/run_0001/1-1
016_java_lcs_length	1-2	ok	92.5926	90.0	95.8763	86.3636	86.3636	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/016_java_lcs_length/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/016_java_lcs_length/run_0001/1-2
016_java_lcs_length	1-3	ok	92.5926	90.0	95.8763	86.3636	86.3636	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/016_java_lcs_length/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/016_java_lcs_length/run_0001/1-3
016_java_lcs_length	1-4	ok	92.5926	90.0	95.8763	86.3636	86.3636	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/016_java_lcs_length/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/016_java_lcs_length/run_0001/1-4
016_java_lcs_length	1-5	ok	92.5926	90.0	95.8763	86.3636	86.3636	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/016_java_lcs_length/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/016_java_lcs_length/run_0001/1-5
019_java_longest_common_subsequence	1-1	ok	87.5	100.0	94.1176	85.7143	85.7143	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/019_java_longest_common_subsequence/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/019_java_longest_common_subsequence/run_0001/1-1
019_java_longest_common_subsequence	1-2	ok	87.5	100.0	94.1176	85.7143	85.7143	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/019_java_longest_common_subsequence/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/019_java_longest_common_subsequence/run_0001/1-2
019_java_longest_common_subsequence	1-3	ok	87.5	100.0	94.1176	85.7143	85.7143	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/019_java_longest_common_subsequence/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/019_java_longest_common_subsequence/run_0001/1-3
019_java_longest_common_subsequence	1-4	ok	87.5	100.0	94.1176	85.7143	85.7143	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/019_java_longest_common_subsequence/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/019_java_longest_common_subsequence/run_0001/1-4
019_java_longest_common_subsequence	1-5	ok	87.5	100.0	94.1176	85.7143	85.7143	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/019_java_longest_common_subsequence/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/019_java_longest_common_subsequence/run_0001/1-5
022_java_minimum_spanning_tree	1-1	test_fail						1		0	0	status=test_fail;mvn_rc=1;pit_rc=None;line_missing;instruction_missing;mutation_missing;branch_missing;java_metrics_file_missing	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/022_java_minimum_spanning_tree/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/022_java_minimum_spanning_tree/run_0001/1-1
022_java_minimum_spanning_tree	1-2	ok	95.6522	100.0	97.6562	83.3333	83.3333	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/022_java_minimum_spanning_tree/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/022_java_minimum_spanning_tree/run_0001/1-2
022_java_minimum_spanning_tree	1-3	test_fail						1		0	0	status=test_fail;mvn_rc=1;pit_rc=None;line_missing;instruction_missing;mutation_missing;branch_missing;java_metrics_file_missing	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/022_java_minimum_spanning_tree/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/022_java_minimum_spanning_tree/run_0001/1-3
022_java_minimum_spanning_tree	1-4	test_fail						1		0	0	status=test_fail;mvn_rc=1;pit_rc=None;line_missing;instruction_missing;mutation_missing;branch_missing;java_metrics_file_missing	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/022_java_minimum_spanning_tree/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/022_java_minimum_spanning_tree/run_0001/1-4
022_java_minimum_spanning_tree	1-5	ok	95.6522	100.0	97.6562	83.3333	83.3333	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/022_java_minimum_spanning_tree/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/022_java_minimum_spanning_tree/run_0001/1-5
025_java_pascal	1-1	ok	94.1176	100.0	96.5909	100.0	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/025_java_pascal/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/025_java_pascal/run_0001/1-1
025_java_pascal	1-2	ok	94.1176	100.0	96.5909	100.0	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/025_java_pascal/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/025_java_pascal/run_0001/1-2
025_java_pascal	1-3	ok	94.1176	100.0	96.5909	100.0	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/025_java_pascal/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/025_java_pascal/run_0001/1-3
025_java_pascal	1-4	ok	94.1176	100.0	96.5909	100.0	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/025_java_pascal/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/025_java_pascal/run_0001/1-4
025_java_pascal	1-5	ok	94.1176	100.0	96.5909	100.0	92.8571	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/025_java_pascal/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/025_java_pascal/run_0001/1-5
028_java_quicksort	1-1	ok	94.7368	87.5	96.2963	85.7143	85.7143	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/028_java_quicksort/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/028_java_quicksort/run_0001/1-1
028_java_quicksort	1-2	ok	94.7368	87.5	96.2963	85.7143	85.7143	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/028_java_quicksort/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/028_java_quicksort/run_0001/1-2
028_java_quicksort	1-3	generation_failed								0	0	status=generation_failed;mvn_rc=None;pit_rc=None;line_missing;instruction_missing;mutation_missing;branch_missing;java_metrics_file_missing	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/028_java_quicksort/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/028_java_quicksort/run_0001/1-3
028_java_quicksort	1-4	generation_failed								0	0	status=generation_failed;mvn_rc=None;pit_rc=None;line_missing;instruction_missing;mutation_missing;branch_missing;java_metrics_file_missing	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/028_java_quicksort/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/028_java_quicksort/run_0001/1-4
028_java_quicksort	1-5	generation_failed								0	0	status=generation_failed;mvn_rc=None;pit_rc=None;line_missing;instruction_missing;mutation_missing;branch_missing;java_metrics_file_missing	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/028_java_quicksort/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account1_20260619_084232/028_java_quicksort/run_0001/1-5
002_java_breadth_first_search	1-1	ok	93.75	100.0	94.7368	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/002_java_breadth_first_search/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/002_java_breadth_first_search/run_0001/1-1
002_java_breadth_first_search	1-2	ok	93.75	100.0	94.7368	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/002_java_breadth_first_search/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/002_java_breadth_first_search/run_0001/1-2
002_java_breadth_first_search	1-3	ok	93.75	100.0	94.7368	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/002_java_breadth_first_search/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/002_java_breadth_first_search/run_0001/1-3
002_java_breadth_first_search	1-4	ok	93.75	100.0	94.7368	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/002_java_breadth_first_search/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/002_java_breadth_first_search/run_0001/1-4
002_java_breadth_first_search	1-5	ok	93.75	100.0	94.7368	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/002_java_breadth_first_search/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/002_java_breadth_first_search/run_0001/1-5
005_java_detect_cycle	1-1	ok	88.8889	100.0	88.8889	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/005_java_detect_cycle/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/005_java_detect_cycle/run_0001/1-1
005_java_detect_cycle	1-2	ok	88.8889	100.0	88.8889	100.0	80.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/005_java_detect_cycle/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/005_java_detect_cycle/run_0001/1-2
005_java_detect_cycle	1-3	ok	44.4444	33.3333	44.4444	40.0	40.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/005_java_detect_cycle/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/005_java_detect_cycle/run_0001/1-3
005_java_detect_cycle	1-4	ok	44.4444	33.3333	44.4444	40.0	40.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/005_java_detect_cycle/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/005_java_detect_cycle/run_0001/1-4
005_java_detect_cycle	1-5	ok	88.8889	100.0	88.8889	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/005_java_detect_cycle/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/005_java_detect_cycle/run_0001/1-5
008_java_flatten	1-1	ok	90.9091	100.0	92.8571	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/008_java_flatten/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/008_java_flatten/run_0001/1-1
008_java_flatten	1-2	ok	90.9091	100.0	92.8571	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/008_java_flatten/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/008_java_flatten/run_0001/1-2
008_java_flatten	1-3	ok	90.9091	100.0	92.8571	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/008_java_flatten/run_0001/1-3/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/008_java_flatten/run_0001/1-3
008_java_flatten	1-4	ok	90.9091	100.0	92.8571	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/008_java_flatten/run_0001/1-4/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/008_java_flatten/run_0001/1-4
008_java_flatten	1-5	ok	90.9091	100.0	92.8571	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/008_java_flatten/run_0001/1-5/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/008_java_flatten/run_0001/1-5
011_java_hanoi	1-1	ok	92.8571	100.0	95.8904	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/011_java_hanoi/run_0001/1-1/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/011_java_hanoi/run_0001/1-1
011_java_hanoi	1-2	ok	92.8571	100.0	95.8904	100.0	100.0	0	0	1	1		/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/011_java_hanoi/run_0001/1-2/metrics/status.json	/home/jpaiva/projetos/quixbugs_java_gpt55/out/_final_gpt55_quixbugs_java_account2_20260619_084232/011_java_hanoi/run_0001/1-2
